CODE,EVENT.PASS,SINGLE.CAM,MOVEMENT,CAM.FUNCT,DUAL.PRESENCE,SINGLE.RECORDED,WET.DRY,TEMPERATURE,DATE,TIME,D.COUNT,S.COUNT,D.AD.COUNT,S.AD.COUNT,D.SEX,D.AD.SEX,S.AD.SEX,D.SPRAINT,S.SPRAINT,D.VOCAL,S.VOCAL,D.BEDDING,S.BEDDING,D.PLAY,S.PLAY,D.LOAF,S.LOAF,D.GROOMROLL,S.GROOMROLL,D.BEH.COUNT,S.BEH.COUNT
F1.1731,164,ROSE,IN.OUT,y,1,1,U,4,27/11/2014,05:27,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.24,165,CLOSE,OUT,y,1,1,D,3,02/04/2014,19:15,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.24,165,ROSE,TU,TU,1,0,U,3,02/04/2014,19:15,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.230,166,CLOSE,NO.TRIGGER,NO.TRIGGER,1,0,U,4,20/03/2014,18:26,1,0,1,0,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.230,166,ROSE,IN,y,1,1,W,4,20/03/2014,18:26,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.496,167,CLOSE,IN,y,1,1,U,-3,02/02/2013,08:40,3,1,1,NA,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.496,167,ROSE,IN,y,1,1,W,-3,02/02/2013,08:40,3,3,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.7,168,CLOSE,OUT,y,1,1,W,-4,26/03/2014,05:51,2,2,NA,NA,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.7,168,ROSE,OUT,y,1,1,W,-4,26/03/2014,05:51,2,2,NA,NA,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.316,169,CLOSE,OUT,y,1,1,W,3,28/12/2013,09:12,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.316,169,ROSE,TU,TU,1,0,U,3,28/12/2013,09:12,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.620,170,CLOSE,OUT,y,1,1,D,5,23/04/2012,18:43,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.620,170,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,5,23/04/2012,18:43,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.883,171,CLOSE,OUT,y,1,1,D,1,03/03/2011,19:55,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.883,171,ROSE,OUT,y,1,1,D,1,03/03/2011,19:55,1,1,1,1,U,U,U,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.744,172,CLOSE,IN,y,1,1,W,3,25/12/2012,14:18,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.744,172,ROSE,IN,y,1,1,W,3,25/12/2012,14:18,1,1,1,1,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.726,173,CLOSE,OUT,y,1,1,D,-6,29/12/2014,00:11,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.726,173,ROSE,TU,TU,1,0,U,-6,29/12/2014,00:11,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.838,174,CLOSE,IN,y,1,1,U,-2,06/03/2011,06:44,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.838,174,ROSE,IN,y,1,1,U,-2,06/03/2011,06:44,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1964,175,CLOSE,OUT,y,1,1,D,3,08/03/2015,18:29,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1964,175,ROSE,TU,TU,1,0,U,3,08/03/2015,18:29,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.721,176,CLOSE,OUT,y,1,1,W,0,27/12/2014,06:49,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.721,176,ROSE,TU,TU,1,0,U,0,27/12/2014,06:49,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1765,177,CLOSE,IN,y,1,1,U,1,14/03/2015,05:47,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1765,177,ROSE,IN,y,1,1,U,1,14/03/2015,05:47,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1764,178,CLOSE,IN,y,1,1,U,1,14/03/2015,05:01,1,1,1,1,M,M,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1764,178,ROSE,IN,y,1,1,U,1,14/03/2015,05:01,1,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.78,179,CLOSE,IN,y,1,1,W,9,17/05/2014,04:01,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.78,179,ROSE,IN,y,1,1,U,9,17/05/2014,04:01,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.126,180,CLOSE,TU,TU,1,0,U,5,03/02/2014,23:56,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.126,180,ROSE,IN,y,1,1,U,5,03/02/2014,23:56,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.154,181,CLOSE,OUT,y,1,1,D,3,19/01/2014,17:21,1,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.154,181,ROSE,TU,TU,1,0,U,3,19/01/2014,17:21,1,0,1,0,M,M,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.364,182,CLOSE,IN,y,1,1,U,0,06/11/2013,04:03,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.364,182,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,0,06/11/2013,04:03,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.513,183,CLOSE,IN,y,1,1,W,-6,19/02/2013,06:33,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,1,1,1,1
F1.513,183,ROSE,IN,y,1,1,U,-6,19/02/2013,06:33,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,1,1,1,1
F1.508,184,CLOSE,IN,y,1,1,D,-4,16/02/2013,06:37,3,3,1,1,F,F,F,0,0,0,0,0,0,1,0,0,0,0,0,1,0
F1.508,184,ROSE,PLAY,y,1,1,U,-4,16/02/2013,06:37,3,2,1,1,F,F,U,0,0,0,0,0,0,1,1,0,0,0,0,1,1
F1.578,185,CLOSE,IN,y,1,1,W,-3,19/02/2012,05:21,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.578,185,ROSE,IN,y,1,1,W,-3,19/02/2012,05:21,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.681,186,CLOSE,IN,y,1,0,U,6,01/10/2012,05:44,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.681,186,ROSE,IN,y,1,1,U,6,01/10/2012,05:44,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.819,187,CLOSE,TU,TU,1,0,U,-6,19/03/2011,02:17,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.819,187,ROSE,IN,y,1,1,U,-6,19/03/2011,02:17,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1920,189,CLOSE,IN,y,1,1,U,9,11/08/2015,02:12,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1920,189,ROSE,TU,TU,1,0,U,9,11/08/2015,02:12,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.471,190,CLOSE,VOCAL.ONLY,y,1,1,U,0,22/01/2013,10:27,2,0,2,0,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.471,190,ROSE,IN,y,1,1,U,0,22/01/2013,10:27,2,2,NA,NA,U,U,U,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.809,191,CLOSE,IN,y,1,1,U,1,10/04/2011,01:21,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.809,191,ROSE,IN,y,1,1,U,1,10/04/2011,01:21,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.855,192,CLOSE,TU,TU,1,0,U,0,11/03/2011,19:35,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.855,192,ROSE,OUT,y,1,1,U,0,11/03/2011,19:35,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.620,193,CLOSE,OUT,y,1,1,D,5,23/04/2012,18:43,2,2,1,1,F,F,F,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.620,193,ROSE,OUT,y,1,1,D,5,23/04/2012,18:43,2,1,1,1,F,F,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.848,194,CLOSE,OUT,y,1,1,D,1,10/03/2011,01:25,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.848,194,ROSE,OUT,y,1,1,D,1,10/03/2011,01:25,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.730,195,CLOSE,BEDDING,y,1,1,D,0,09/12/2012,17:28,1,1,1,1,U,U,U,0,0,0,0,19,19,0,0,0,0,0,0,1,1
F1.730,195,ROSE,BEDDING,y,1,1,U,0,09/12/2012,17:28,1,1,1,1,U,U,U,0,0,0,0,19,19,0,0,0,0,0,0,1,1
F1.1836,196,CLOSE,OUT,y,1,1,U,3,30/04/2015,09:09,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1836,196,ROSE,TU,TU,1,0,U,3,30/04/2015,09:09,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1826,197,CLOSE,OUT,y,1,1,W,3,25/04/2015,22:26,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.1826,197,ROSE,TU,TU,1,0,U,3,25/04/2015,22:26,1,0,1,0,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.1873,198,CLOSE,OUT,y,1,1,U,1,16/05/2015,20:49,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1873,198,ROSE,TU,TU,1,0,U,1,16/05/2015,20:49,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1839,199,CLOSE,OUT,y,1,1,D,5,30/04/2015,19:59,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1839,199,ROSE,TU,TU,1,0,U,5,30/04/2015,19:59,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1930,200,CLOSE,IN,y,1,1,W,16,21/08/2015,06:55,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1930,200,ROSE,TU,TU,1,0,U,16,21/08/2015,06:55,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
